NUTSID,NUTSName,Year,CDUCSU,SPD,B90GR,PDS,FDP,REP,BFB,Graue,DP,APD,STATT,PASS,BP,Forum,PBC,Natur,DSU,NPD,CM,CL,Autonome,BSo,PEAD,BSA,FAMILIE,Other,Electorate,Votes,Validvotes,Invalidvotes
DE426,Havelland,1994,8854,16016,1599,7775,1339,868,322,409,135,368,128,537,49,219,56,159,125,118,71,73,79,56,32,26,0,2640,99702,40078,39413,665
DE427,Oberspreewald-Lausitz,1994,14574,15487,1732,8136,1153,1202,391,262,129,543,95,677,58,250,79,159,433,152,130,114,67,69,61,40,0,3318,120821,47218,45993,1225
DE428,Potsdam-Mittelmark,1994,13265,23376,3248,11328,1821,1239,640,485,256,615,120,664,117,301,166,248,161,140,107,87,75,87,70,57,0,3756,132968,59739,58673,1066
DE429,Spree-Neiße,1994,14220,14299,1678,8954,1205,1097,378,406,126,499,87,684,61,225,66,184,327,144,125,86,46,67,31,28,0,3192,115135,46093,45023,1070
DE42A,Teltow-Fläming,1994,10065,19872,2084,9216,1244,1162,471,419,264,477,131,661,62,206,139,196,121,122,89,83,46,61,39,35,0,3151,111779,48113,47265,848
DE501,"Bremen, Kreisfreie Stadt",1994,60733,87673,37604,5048,10284,6251,2131,2942,403,1093,1730,392,157,288,493,786,204,588,332,95,544,113,48,114,0,10322,414605,222546,220046,2500
DE502,"Bremerhaven, Kreisfreie Stadt",1994,13790,20838,5162,471,1874,1749,472,598,109,220,325,132,34,35,49,158,92,134,52,26,59,16,9,29,0,2077,96850,47122,46433,689
DE600,Hamburg,1994,204760,220503,117417,8919,23419,19671,9704,7867,1817,2682,11670,891,565,873,978,1874,296,957,773,240,800,192,103,141,0,32719,1245025,644190,637112,7078
DE711,"Darmstadt, Kreisfreie Stadt",1994,17787,17776,11192,770,3357,1711,704,496,345,330,242,115,83,82,240,153,24,233,91,34,103,20,11,25,0,2627,100179,56910,55924,986
DE712,"Frankfurt am Main, Kreisfreie Stadt",1994,78357,60188,38644,3901,9878,11856,3698,2298,1089,1203,983,459,321,337,440,708,132,736,332,105,457,87,77,78,0,9842,394917,219352,216364,2988
DE713,"Offenbach am Main, Kreisfreie Stadt",1994,13893,12237,4883,505,1531,2704,469,348,131,220,158,89,70,30,36,119,25,110,46,33,67,16,7,11,0,1516,73717,38330,37738,592
DE714,"Wiesbaden, Kreisfreie Stadt",1994,37929,31927,15438,942,5660,6042,2019,916,507,623,646,173,195,96,343,265,66,252,212,67,140,100,30,28,0,4659,189928,106158,104616,1542
DE715,Bergstraße,1994,43166,36771,11814,549,4655,5670,1200,688,436,780,538,184,171,72,280,256,56,372,257,149,137,38,17,36,0,4467,193374,110482,108292,2190
DE716,Darmstadt-Dieburg,1994,38315,41451,15560,853,5787,4189,1423,793,726,1011,514,233,199,113,569,415,72,751,219,116,102,54,45,28,0,5960,198316,116142,113538,2604
DE717,Groß-Gerau,1994,30283,37515,11722,737,3597,4208,1068,854,418,851,406,212,168,86,236,317,50,287,142,56,134,45,39,29,0,4330,166969,95312,93460,1852
DE718,Hochtaunuskreis,1994,41068,23907,13087,634,7113,3830,2847,658,624,694,512,152,163,87,182,331,55,253,181,91,92,39,18,24,0,4156,161643,97953,96642,1311
DE719,Main-Kinzig-Kreis,1994,57737,51677,16649,1196,5983,8508,1974,1066,711,1279,756,322,325,130,381,506,87,857,367,152,190,76,41,48,0,7294,287653,153957,151018,2939
DE71A,Main-Taunus-Kreis,1994,40609,23434,12122,629,6023,3963,3153,685,580,713,468,162,199,107,136,335,45,329,198,97,119,52,24,22,0,4271,156465,95441,94204,1237
DE71B,Odenwaldkreis,1994,12679,16499,4073,212,1532,1856,460,185,199,270,145,71,80,24,205,107,26,151,82,45,32,24,16,16,0,1678,70241,40175,38989,1186
DE71C,"Offenbach, Landkreis",1994,55201,37981,17493,1040,6259,6045,2020,1072,1180,1063,682,261,254,88,219,507,80,334,212,108,134,52,31,35,0,6312,230945,134876,132351,2525
DE71D,Rheingau-Taunus-Kreis,1994,29272,22045,9309,405,4146,3518,1352,432,343,538,431,97,128,54,179,203,45,184,124,48,89,27,14,19,0,2955,133026,74154,73002,1152
DE71E,Wetteraukreis,1994,41244,40405,12009,676,5234,4853,1609,623,508,857,496,185,171,111,475,347,73,797,212,91,100,42,22,22,0,5132,207164,113319,111162,2157
DE721,"Gießen, Landkreis",1994,34242,37349,13563,930,5475,4929,1488,579,572,745,452,188,133,109,393,278,40,367,226,249,119,40,22,44,0,4556,183379,104510,102532,1978
DE722,Lahn-Dill-Kreis,1994,32339,36965,8482,517,4121,5214,1307,554,444,732,389,192,152,64,1087,254,76,976,463,255,83,33,19,30,0,5803,191781,96163,94748,1415
DE723,Limburg-Weilburg,1994,31794,24191,5385,293,2249,2263,576,384,366,690,240,108,77,49,103,190,32,245,141,46,66,32,9,18,0,2796,126266,70860,69547,1313
DE724,Marburg-Biedenkopf,1994,33394,36318,14103,1337,3772,5018,960,531,503,598,319,161,137,143,829,230,46,255,328,181,161,34,29,46,0,4531,181999,100663,99433,1230
DE725,Vogelsbergkreis,1994,17463,18601,3902,206,2110,2743,411,211,217,333,284,77,66,26,167,104,38,142,92,56,26,36,16,22,0,1913,91154,48275,47349,926
DE731,"Kassel, Kreisfreie Stadt",1994,25484,28630,12882,1105,3468,2298,810,519,256,371,332,137,56,96,232,185,39,192,121,50,92,16,3,23,0,2720,146282,78468,77397,1071
DE732,Fulda,1994,51985,21003,7635,404,2984,4405,1002,557,393,715,454,185,201,77,312,283,69,210,523,111,44,35,25,21,0,4215,156492,95281,93633,1648
DE733,Hersfeld-Rotenburg,1994,19128,27496,4313,293,1908,2629,659,288,208,297,313,96,75,46,244,116,43,359,104,55,47,19,7,20,0,2337,103158,60043,58763,1280
DE734,"Kassel, Landkreis",1994,31261,53250,10702,642,4155,2680,808,550,305,773,370,158,94,82,234,227,69,204,159,68,87,27,20,25,0,3452,187616,108687,106950,1737
DE735,Schwalm-Eder-Kreis,1994,25800,43441,7337,416,3926,3778,663,492,241,554,305,116,90,55,201,171,60,229,149,144,49,21,14,22,0,2913,147619,89898,88274,1624
DE736,Waldeck-Frankenberg,1994,25108,27107,5482,297,4087,2723,706,372,798,379,225,105,88,31,221,110,47,283,174,48,37,26,10,16,0,2970,127582,69449,68480,969
DE737,Werra-Meißner-Kreis,1994,15833,24474,4084,267,2184,1500,431,225,127,261,166,86,51,34,92,154,37,114,77,27,37,6,7,19,0,1520,93052,51198,50293,905
DE801,"Greifswald, Kreisfreie Stadt",1994,10723,4081,1561,8154,398,758,372,198,76,259,76,285,38,240,51,59,43,72,18,25,39,48,33,4,0,1564,46431,29162,27611,1551
DE802,"Neubrandenburg, Kreisfreie Stadt",1994,10562,7803,2042,14813,700,1051,339,219,156,428,140,370,39,267,60,119,65,76,30,27,53,70,43,13,0,2175,62527,41233,39485,1748
DE803,"Rostock, Kreisfreie Stadt",1994,20442,25238,7856,34867,1911,1960,1273,789,336,762,370,786,86,939,167,203,176,205,81,81,111,192,79,26,0,5389,180963,103083,98936,4147
DE804,"Schwerin, Kreisfreie Stadt",1994,12154,14347,3527,19667,1304,733,321,414,252,475,211,378,47,844,87,116,433,389,30,58,50,105,41,15,0,3945,91241,58631,55998,2633
DE805,"Stralsund, Kreisfreie Stadt",1994,12049,6032,1600,8726,558,1146,371,254,69,370,144,339,30,218,94,69,62,65,33,28,34,67,34,8,0,1918,53270,34683,32400,2283
DE806,"Wismar, Kreisfreie Stadt",1994,6534,7346,888,4965,445,425,264,257,54,191,69,175,12,301,27,39,34,47,22,27,15,29,20,10,0,1329,39859,23406,22196,1210
DE807,Bad Doberan,1994,15299,10354,2335,10482,1206,1005,575,323,108,452,169,437,59,394,78,131,105,131,47,67,57,113,55,27,0,2753,69555,47603,44009,3594
DE808,Demmin,1994,22290,8279,1267,11256,920,1319,412,260,105,488,115,417,95,242,92,147,149,119,76,109,32,107,60,32,0,2645,74718,52866,48388,4478
DE809,Güstrow,1994,18450,13935,2653,13818,1395,1359,515,339,129,484,183,506,84,381,108,163,221,137,67,100,96,116,62,41,0,3217,87456,60123,55342,4781
DE80A,Ludwigslust,1994,19967,16570,2755,13061,1615,1116,403,384,127,583,210,444,114,507,93,166,203,241,93,102,63,139,60,42,0,3571,94146,63919,59058,4861
DE80B,Mecklenburg-Strelitz,1994,14463,9332,1640,9959,962,1439,289,239,97,431,97,377,80,254,77,136,143,124,39,78,47,91,40,39,0,2389,63480,44129,40473,3656
DE80C,Müritz,1994,12113,8478,1708,8441,834,1052,241,177,88,332,100,271,69,271,71,85,105,78,45,80,28,135,42,30,0,2007,53212,37877,34874,3003
DE80D,Nordvorpommern,1994,22460,10255,1840,12668,1115,1561,501,395,141,572,195,604,115,358,67,143,188,144,73,98,59,176,71,34,0,3433,87872,59193,53833,5360
DE80E,Nordwestmecklenburg,1994,16258,14095,2081,11817,1109,947,409,386,140,465,179,402,86,484,99,179,167,154,59,109,65,93,59,37,0,3163,82020,53842,49879,3963
DE80F,Ostvorpommern,1994,23099,8858,1636,13595,1231,1915,539,267,126,566,170,633,86,301,162,168,158,146,74,87,70,122,71,42,0,3249,86997,59772,54122,5650
DE80G,Parchim,1994,16932,12544,2127,12350,1625,1113,379,325,142,490,165,453,77,417,105,147,200,143,81,87,47,119,63,29,0,3090,78924,54303,50160,4143
DE80H,Rügen,1994,12334,5794,1352,10598,919,1091,372,275,71,434,106,583,45,274,73,130,85,75,48,73,50,124,77,26,0,2549,60341,38260,35009,3251
DE80I,Uecker-Randow,1994,17811,6946,1401,11578,794,1606,271,240,93,381,78,460,70,176,81,125,156,117,41,56,41,80,48,9,0,2252,67502,46478,42659,3819
DE911,"Braunschweig, Kreisfreie Stadt",1994,40437,41153,13416,1257,4535,2451,1184,693,288,353,413,133,86,123,256,227,49,153,136,39,138,37,13,21,0,3158,203078,108591,107591,1000
DE912,"Salzgitter, Kreisfreie Stadt",1994,16271,19793,2469,257,1089,1340,390,249,70,163,150,76,48,25,82,64,27,92,75,14,43,12,12,7,0,1209,86974,43397,42818,579
DE913,"Wolfsburg, Kreisfreie Stadt",1994,21551,20083,3754,274,1398,1362,516,351,106,236,152,65,56,29,163,94,46,159,71,16,38,15,5,12,0,1614,97027,51144,50552,592
DE914,Gifhorn,1994,27266,22812,5197,292,2239,1900,476,262,131,265,191,77,57,31,586,133,38,166,99,34,87,13,11,19,0,2200,115788,62939,62382,557
DE915,Göttingen,1994,39550,41039,18078,1467,4795,2079,1030,477,392,451,271,100,119,160,221,201,41,205,159,34,314,40,19,32,0,3236,203198,112279,111274,1005
DE916,Goslar,1994,28674,28748,4905,446,2544,1905,607,285,139,287,187,63,72,49,134,114,43,119,67,31,49,23,7,15,0,1684,128363,70303,69513,790
DE917,Helmstedt,1994,18170,18006,2812,216,1162,949,408,189,90,213,102,46,33,25,101,71,24,257,68,13,21,8,10,8,0,1279,80060,43547,43002,545
DE918,Northeim,1994,24433,32396,4599,326,2614,1799,500,262,140,260,186,83,63,38,145,89,41,103,86,27,62,25,14,17,0,1641,120645,68978,68308,670
DE919,Osterode am Harz,1994,14326,17125,2150,193,1187,1004,278,173,92,185,85,58,42,19,51,44,12,90,48,10,21,18,4,8,0,960,70760,37660,37223,437
DE91A,Peine,1994,19034,25636,3963,226,1398,1555,379,274,107,248,148,55,42,29,99,76,21,84,51,20,54,18,10,7,0,1343,97011,54105,53534,571
DE91B,Wolfenbüttel,1994,21430,22793,4196,279,1978,1272,529,210,94,215,188,76,48,44,88,106,41,108,47,23,68,22,4,10,0,1392,94573,54408,53869,539
DE922,Diepholz,1994,23260,26038,7531,441,3944,1598,643,329,317,300,295,85,65,35,162,142,26,105,103,33,52,26,21,17,0,2113,155541,66740,65568,1172
DE923,Hameln-Pyrmont,1994,25145,28872,5838,367,2651,2174,620,297,145,278,235,78,70,40,118,125,30,135,125,30,54,27,12,16,0,1815,126426,68196,67482,714
DE925,Hildesheim,1994,51137,55773,10547,685,3746,3515,932,777,445,506,347,161,127,100,266,236,80,243,245,64,148,51,17,33,0,3846,224875,131683,130181,1502
DE926,Holzminden,1994,12872,18022,2309,157,1441,923,298,141,72,160,108,51,33,13,49,67,19,88,53,23,24,11,7,10,0,929,65398,37455,36951,504
DE927,Nienburg (Weser),1994,15127,16905,3695,185,1612,1231,377,206,88,214,163,54,36,25,53,66,25,86,74,17,44,21,9,6,0,1187,93674,40939,40319,620
DE928,Schaumburg,1994,24032,29774,5335,345,2309,2021,659,354,169,281,218,105,53,47,285,133,41,140,144,31,86,31,14,18,0,2150,123777,67304,66625,679
DE929,Region Hanover,1994,167356,178443,52265,4743,18800,13896,4572,3908,1333,1849,1578,561,436,433,910,989,444,691,769,181,603,205,100,93,0,15083,838539,459411,455158,4253
DE931,Celle,1994,31858,22953,5316,338,3274,2558,1371,448,224,287,274,86,76,45,313,153,43,172,139,55,52,32,8,19,0,2426,135026,70724,70094,630
DE932,Cuxhaven,1994,32030,30808,6536,390,2403,1864,740,366,148,266,378,84,49,36,93,154,24,184,62,29,49,17,12,11,0,1962,153955,77495,76733,762
DE933,Harburg,1994,36834,28864,11626,629,4440,2796,2098,593,313,513,715,98,126,62,212,238,53,131,164,41,81,34,12,14,0,3400,163680,91461,90687,774
DE934,Lüchow-Dannenberg,1994,8723,6086,3464,161,640,751,251,98,40,73,71,38,18,12,68,43,17,80,33,14,35,9,1,8,0,658,40617,20901,20734,167
DE935,"Lüneburg, Landkreis",1994,22437,21317,7822,688,2622,1586,1013,356,190,246,630,78,66,57,91,184,34,131,88,32,65,19,17,11,0,2295,118316,60363,59780,583
DE936,Osterholz,1994,14180,17854,5837,368,1863,872,323,271,102,170,177,54,35,32,140,141,18,90,67,10,50,11,4,6,0,1378,81121,43069,42675,394
DE937,Rotenburg (Wümme),1994,26392,20825,5919,293,1933,1107,459,189,107,272,175,55,35,30,113,113,36,100,104,39,72,39,9,16,0,1504,114669,58926,58432,494
DE938,Soltau-Fallingbostel,1994,21978,18342,4693,245,1956,1674,641,248,355,259,166,86,41,27,214,88,30,122,76,24,41,26,9,14,0,1826,101536,51918,51355,563
DE939,Stade,1994,27951,27411,7255,493,2887,1505,610,363,186,289,385,77,58,49,92,149,41,182,89,33,55,12,15,10,0,2085,137937,70807,70197,610
DE93A,Uelzen,1994,17486,15264,3696,173,1465,1132,457,191,97,181,172,53,47,28,81,81,25,178,73,25,49,19,8,12,0,1320,76642,41439,40993,446
DE93B,Verden,1994,16401,18544,6398,313,2168,1059,512,224,110,219,223,73,29,24,167,122,18,70,55,22,58,13,4,10,0,1441,95286,47320,46836,484
DE941,"Delmenhorst, Kreisfreie Stadt",1994,8902,12314,2371,271,1052,796,214,243,70,139,118,36,22,15,28,66,11,49,25,7,24,6,2,5,0,866,58978,27117,26786,331
DE942,"Emden, Kreisfreie Stadt",1994,4258,10848,1688,156,607,385,122,101,29,75,74,22,9,9,41,21,2,30,31,13,38,4,3,7,0,509,39855,18869,18573,296
DE943,"Oldenburg (Oldenburg), Kreisfreie Stadt",1994,17649,23443,10522,973,3182,930,568,421,154,168,218,76,36,66,80,157,28,91,72,22,118,16,8,13,0,1744,116954,59509,59011,498
DE944,"Osnabrück, Kreisfreie Stadt",1994,27270,24584,9040,630,2728,1164,571,337,161,233,165,104,42,81,84,147,30,89,104,18,56,16,16,11,0,1694,123510,68220,67681,539
DE945,"Wilhelmshaven, Kreisfreie Stadt",1994,11373,16500,2862,264,1210,1007,338,244,50,133,141,77,25,11,26,68,24,38,37,12,31,12,3,13,0,945,71643,34959,34499,460
DE946,Ammerland,1994,13130,15043,3554,198,2465,632,299,155,77,134,123,29,22,20,44,94,11,57,40,11,31,10,2,5,0,865,78550,36584,36186,398
DE947,Aurich,1994,18156,39388,5350,364,2082,1073,310,218,101,171,272,72,36,30,196,120,26,87,94,27,161,23,9,15,0,1658,137867,69563,68381,1182
DE948,Cloppenburg,1994,27530,10787,2442,138,1398,567,295,140,78,117,172,41,41,14,38,97,22,43,126,40,30,13,11,18,0,1041,97207,45108,44198,910
DE949,Emsland,1994,67240,27402,5906,273,2887,1272,519,278,226,299,319,123,62,43,79,153,56,88,250,53,113,33,12,25,0,2212,205685,108984,107711,1273
DE94A,Friesland,1994,11697,17139,3153,194,1825,759,287,159,84,119,127,48,26,26,42,68,13,58,49,14,30,16,3,12,0,894,75986,36465,35948,517
DE94B,Grafschaft Bentheim,1994,19860,17223,3174,146,1658,521,230,127,395,134,112,53,26,17,79,69,19,72,103,24,38,5,2,10,0,1285,89892,44609,44097,512
DE94C,Leer,1994,18444,28753,4061,288,1486,947,323,231,192,180,184,55,21,29,398,120,15,73,136,24,50,15,13,17,0,1753,115717,56769,56055,714
DE94D,"Oldenburg, Landkreis",1994,14813,16211,4434,260,2730,896,347,187,84,188,223,44,32,19,56,106,19,52,51,19,27,12,5,7,0,1131,85063,41225,40822,403
DE94E,"Osnabrück, Landkreis",1994,66547,49188,11971,466,4869,2053,778,515,287,551,311,136,94,80,190,363,69,160,240,73,119,48,31,37,0,3304,245807,140743,139176,1567
DE94F,Vechta,1994,26560,9315,2491,114,1756,471,1122,114,130,131,124,40,36,12,46,76,20,27,141,38,34,17,4,7,0,997,80941,43500,42826,674
DE94G,Wesermarsch,1994,9452,16793,2835,175,1840,617,171,190,110,105,94,40,16,13,27,72,18,55,42,8,36,9,12,4,0,851,71214,33144,32734,410
DE94H,Wittmund,1994,7037,8096,1305,83,687,311,124,71,36,75,60,22,17,5,18,37,11,30,20,7,23,2,6,7,0,447,41893,18337,18090,247
DEA11,"Düsseldorf, Kreisfreie Stadt",1994,84207,87122,33804,2284,12371,6863,2284,3135,590,797,1044,298,247,185,243,496,89,415,345,96,360,189,99,29,0,8657,423632,239475,237592,1883
DEA12,"Duisburg, Kreisfreie Stadt",1994,52596,110824,18820,1910,5181,7715,1649,2313,493,873,717,321,165,110,230,375,73,555,288,105,191,172,73,45,0,7099,381566,207980,205794,2186
DEA13,"Essen, Kreisfreie Stadt",1994,80427,123611,29010,2240,10050,7843,1940,2592,816,1117,1112,397,189,138,335,356,91,478,414,137,253,191,75,76,0,8767,479682,266045,263888,2157
DEA14,"Krefeld, Kreisfreie Stadt",1994,37300,35381,11323,582,4675,2698,760,1558,339,393,393,142,87,60,145,161,27,161,164,41,82,43,42,12,0,3850,174302,97525,96569,956
DEA15,"Mönchengladbach, Kreisfreie Stadt",1994,44238,37102,12493,636,5565,2532,818,1008,522,408,463,138,112,64,128,224,50,208,162,43,126,72,25,23,0,3776,200339,108284,107160,1124
DEA16,"Mülheim an der Ruhr,Kreisfreie Stadt",1994,25121,39986,9542,523,3851,1913,569,803,236,382,293,114,70,53,136,158,20,137,95,28,76,34,11,11,0,2657,137507,84858,84162,696
DEA17,"Oberhausen, Kreisfreie Stadt",1994,24661,50322,8721,654,2594,2542,488,864,656,432,293,158,77,35,84,164,26,337,111,28,122,43,61,24,0,3515,169034,94312,93497,815
DEA18,"Remscheid, Kreisfreie Stadt",1994,16348,19203,4545,402,2581,1693,384,494,273,185,225,62,53,38,96,94,19,133,71,21,70,24,14,5,0,1877,88085,47500,47033,467
DEA19,"Solingen, Kreisfreie Stadt",1994,23965,26506,7109,742,4118,2205,523,717,984,293,324,92,65,25,117,135,29,142,108,36,118,27,19,3,0,3234,119222,69113,68402,711
DEA1A,"Wuppertal, Kreisfreie Stadt",1994,48600,61578,19749,1605,7918,5468,1330,2353,414,689,806,186,151,100,362,257,58,335,273,70,593,90,37,17,0,6791,278417,154328,153039,1289
DEA1B,Kleve,1994,58408,40767,10310,388,5264,2061,633,798,859,356,402,121,87,41,135,202,61,135,232,67,89,53,35,19,0,3692,203470,123111,121523,1588
DEA1C,Mettmann,1994,82994,83835,26072,1456,12520,6750,2024,2267,743,1094,1240,254,233,151,424,411,90,435,416,112,322,156,49,33,0,8430,374930,226170,224081,2089
DEA1D,Neuss,1994,81469,65563,19356,1036,9973,4791,1519,1828,743,757,845,198,196,109,169,362,92,341,335,113,150,155,59,21,0,6473,316602,192371,190180,2191
DEA1E,Viersen,1994,53149,42243,12423,548,6330,2518,832,1390,386,564,509,125,139,60,127,253,34,201,202,56,98,83,37,19,0,4283,209657,123667,122326,1341
DEA1F,Wesel,1994,65436,91223,19909,1071,8186,5266,1612,1707,590,752,724,233,166,92,218,346,65,304,269,77,208,116,51,23,0,5941,338380,200705,198644,2061
DEA21,"Aachen, Kreisfreie Stadt",1994,46687,32291,18075,1104,5095,2066,726,832,428,385,380,136,67,107,104,225,44,187,124,57,149,57,19,11,0,3312,171307,110401,109356,1045
DEA22,"Bonn, Kreisfreie Stadt",1994,51713,38675,24285,1426,9636,2969,2236,1297,828,490,1168,129,249,212,294,337,53,179,228,62,161,74,44,13,0,5818,217793,138277,136758,1519
DEA23,"Köln, Kreisfreie Stadt",1994,115743,146103,65224,3981,19876,11404,2665,5037,1198,1354,1462,404,289,333,496,714,129,659,522,177,478,245,165,47,0,13709,675515,381828,378705,3123
DEA24,"Leverkusen, Kreisfreie Stadt",1994,24969,28266,8618,465,3796,2341,550,712,218,360,288,68,59,43,71,117,30,106,115,20,76,66,14,8,0,2371,119155,72122,71376,746
DEA25,"Aachen, Kreis",1994,54594,57536,11968,560,4293,3836,818,927,323,613,571,185,100,57,75,231,48,342,166,74,93,86,39,23,0,3953,222044,140042,137558,2484
DEA26,Düren,1994,48488,42954,9869,434,4535,2617,781,891,304,504,319,149,112,51,94,216,55,184,189,69,109,71,36,18,0,3371,188837,114800,113049,1751
DEA27,Erftkreis,1994,67998,85709,20728,871,9756,5475,1220,1823,643,823,677,180,149,105,168,327,70,309,271,82,150,104,54,33,0,5968,320053,200341,197725,2616
DEA28,Euskirchen,1994,37524,26606,8016,259,4553,2375,493,678,371,334,301,72,72,41,165,182,40,130,186,49,58,58,27,10,0,2774,134918,83990,82600,1390
DEA29,Heinsberg,1994,50606,33376,8675,334,3922,2312,631,677,368,429,352,146,93,39,53,240,48,193,208,50,67,73,23,19,0,3078,169335,105025,102934,2091
DEA2A,Oberbergischer Kreis,1994,49961,43706,11913,523,5809,3138,772,889,470,465,414,136,102,68,469,192,45,291,360,109,88,66,28,25,0,4217,201044,121315,120039,1276
DEA2B,Rheinisch-Bergischer Kreis,1994,51136,41046,16642,705,8892,3138,1105,1311,502,565,507,120,106,87,389,263,51,250,256,60,110,80,32,12,0,4701,202250,128551,127365,1186
DEA2C,Rhein-Sieg-Kreis,1994,100414,77612,29966,1245,14544,5875,2533,2195,1373,1131,1309,278,322,147,471,591,100,379,458,143,248,154,75,30,0,9404,391508,244979,241593,3386
DEA31,"Bottrop, Kreisfreie Stadt",1994,16261,28894,4238,301,1183,1363,251,325,559,221,144,65,28,13,23,73,8,120,53,13,57,28,20,7,0,1757,91138,54739,54248,491
DEA32,"Gelsenkirchen, Kreisfreie Stadt",1994,28725,58932,9597,997,2466,5512,669,1038,253,539,382,221,100,55,154,173,27,315,192,38,84,68,36,22,0,3697,214471,111682,110595,1087
DEA33,"Münster, Kreisfreie Stadt",1994,52225,41079,28647,1392,7970,1831,1264,950,1135,299,435,133,87,157,111,246,44,152,199,62,153,54,26,17,0,4260,206723,139593,138668,925
DEA34,Borken,1994,78869,44021,12118,459,4808,1980,593,613,726,397,471,109,67,48,102,213,50,150,346,65,111,57,32,19,0,3576,240014,147627,146424,1203
DEA35,Coesfeld,1994,47818,27376,10423,362,4077,1407,468,575,304,289,300,102,84,37,41,170,41,126,188,57,92,46,12,13,0,2477,145488,95299,94408,891
DEA36,Recklinghausen,1994,90185,138564,26119,1601,8295,8943,1800,2256,782,1367,984,395,213,122,323,490,97,617,414,128,289,172,62,45,0,8756,496164,287194,284263,2931
DEA37,Steinfurt,1994,77826,70125,19130,634,7671,2780,933,858,583,450,542,144,92,64,133,252,60,390,318,58,136,68,34,23,0,4205,302751,185010,183304,1706
DEA38,Warendorf,1994,57367,42777,12200,527,5386,2289,823,916,522,465,454,112,97,57,57,207,43,198,240,50,112,75,28,16,0,3649,196561,126407,125018,1389
DEA41,"Bielefeld, Kreisfreie Stadt",1994,49933,57057,22622,1376,5610,3537,1163,1148,563,481,462,140,128,105,338,244,55,357,318,59,325,72,34,20,0,4849,240252,147821,146147,1674
DEA42,Gütersloh,1994,61083,46753,16985,636,6234,2987,947,911,851,499,452,146,113,65,130,262,60,255,293,58,161,57,40,31,0,4384,235404,141645,140009,1636
DEA43,Herford,1994,39342,48860,11385,544,4209,2833,1044,660,376,432,400,121,119,63,233,202,48,273,211,52,141,65,35,28,0,3459,189685,113406,111676,1730
DEA44,Höxter,1994,37765,20885,5671,188,2102,1562,534,319,648,254,169,68,66,26,43,86,34,134,345,62,67,18,15,9,0,2363,115223,71943,71070,873
DEA45,Lippe,1994,56915,66841,18541,786,7838,3897,1480,1023,858,691,606,199,178,110,789,309,100,461,434,100,176,113,50,28,0,6225,270515,164758,162523,2235
DEA46,Minden-Lübbecke,1994,46585,60493,13463,564,6439,3305,1171,702,508,433,529,144,90,78,512,249,64,270,276,81,276,73,28,16,0,4329,239588,138271,136349,1922
DEA47,Paderborn,1994,61180,29855,11740,427,4188,2413,748,655,621,349,384,133,113,68,154,229,52,174,426,76,88,60,36,12,0,3630,195986,115468,114181,1287
DEA51,"Bochum, Kreisfreie Stadt",1994,48149,91654,20577,1717,4956,4818,1064,2005,331,953,559,307,148,100,265,286,43,453,282,59,265,106,52,35,0,6249,304118,180774,179184,1590
DEA52,"Dortmund, Kreisfreie Stadt",1994,69913,133800,30140,2427,8220,8548,1736,2595,599,1029,926,357,173,180,206,477,83,959,273,85,348,177,86,47,0,8600,445593,265881,263384,2497
DEA53,"Hagen, Kreisfreie Stadt",1994,27259,38164,7602,504,3109,3602,748,846,192,358,343,114,75,56,146,147,28,324,231,43,95,35,23,8,0,3064,157385,84940,84052,888
DEA54,"Hamm, Kreisfreie Stadt",1994,29192,33921,6415,369,2197,2533,452,656,253,270,344,92,49,29,86,123,31,142,100,30,47,43,16,6,0,2317,131902,78284,77396,888
DEA55,"Herne, Kreisfreie Stadt",1994,17838,39272,5989,486,1439,2857,381,615,101,362,216,115,41,29,105,128,21,247,132,18,74,55,34,12,0,2305,130606,71290,70567,723
DEA56,Ennepe-Ruhr-Kreis,1994,46729,80427,18181,1050,7065,4889,1171,1370,462,816,601,256,147,96,379,259,52,361,302,89,178,71,43,22,0,5504,270311,166714,165016,1698
DEA57,Hochsauerlandkreis,1994,67104,41271,9176,360,4422,2919,811,708,435,524,370,126,102,48,73,171,48,150,371,74,149,40,27,11,0,3427,208801,130878,129490,1388
DEA58,Märkischer Kreis,1994,69948,71292,15766,838,8122,8008,1513,1596,739,851,1014,283,189,104,863,381,86,471,479,148,160,125,77,19,0,7585,325755,185227,183072,2155
DEA59,Olpe,1994,34864,17351,3982,151,1775,994,307,295,158,172,207,54,49,17,59,80,27,72,119,37,35,19,17,4,0,1421,98629,61454,60845,609
DEA5A,Siegen-Wittgenstein,1994,46301,53173,12066,719,5946,4546,1522,732,756,601,493,165,173,74,1390,179,69,266,484,131,114,67,23,20,0,5737,219992,131466,130010,1456
DEA5B,Soest,1994,57982,47463,12094,457,5651,2722,805,1076,461,491,437,150,117,62,106,336,44,291,418,63,140,78,40,25,0,4335,215303,133001,131509,1492
DEA5C,Unna,1994,57165,93079,18829,1055,5882,5745,1102,1468,544,935,800,271,159,80,200,365,56,541,307,66,127,99,59,22,0,6099,308207,191011,188956,2055
DEB11,"Koblenz, Kreisfreie Stadt",1994,24572,21395,5611,272,1863,1206,662,360,236,221,163,56,51,33,107,88,27,70,121,15,40,20,12,12,0,1632,85654,58715,57213,1502
DEB12,Ahrweiler,1994,35069,18972,5380,202,2906,1353,568,374,1083,328,212,67,86,44,63,141,29,86,177,54,75,36,13,25,0,2893,93057,69325,67343,1982
