NUTSID,NUTSName,CDU,SPD,GRNE,CSU,DIELINKE,FDP,REP,DieTierschutzpartei,FAMILIE,dp,DIEFRAUEN,Volksabstimmung,PBC,CM,AUFBRUCH,DKP,BP,PSG,BSo,Plus,AUF,DVU,DIEGRAUEN,DIEVIOLETTEN,EDE,FBI,VOLKSENTSCHEIDE,FWFREIEWHLER,Newropeans,PIRATEN,RRP,RENTNER,Wahlberechtigte,Whler,Ungltige,Gltige
DE111,"Stuttgart, Landeshauptstadt",55220,34148,45406,0,8560,27500,3775,1813,850,1293,498,501,615,262,151,165,162,55,84,276,265,351,454,488,124,194,394,2260,200,2293,469,829,368282,192772,3117,189655
DE112,Böblingen,49779,22655,20795,0,3494,21797,2531,1385,1028,476,362,450,1701,269,132,55,119,25,41,260,497,339,237,217,84,156,284,2242,73,1215,388,747,255052,137328,3495,133833
DE113,Esslingen,70412,35804,31520,0,5059,27026,6383,2002,1628,802,538,640,1196,369,198,97,170,36,47,346,518,361,370,385,84,227,376,2917,95,1506,645,1190,358823,198134,5187,192947
DE114,Göppingen,34059,17279,11666,0,2717,11926,2297,1045,857,377,274,297,517,199,142,45,101,18,33,191,164,300,188,184,34,114,202,1858,29,713,328,615,180607,92262,3493,88769
DE115,Ludwigsburg,69215,36798,29474,0,5789,26986,4562,2156,1529,790,435,472,1509,328,204,79,155,51,63,384,465,411,491,355,92,182,362,3714,100,1515,706,1164,356755,195839,5303,190536
DE116,Rems-Murr-Kreis,56285,27702,21391,0,4002,22576,3633,1726,1371,1110,396,470,1683,353,184,83,143,22,86,339,438,454,356,367,58,196,333,2065,77,1194,588,1383,293329,155439,4375,151064
DE117,"Heilbronn, Stadt",12533,8188,3687,0,1125,4924,811,275,198,207,87,67,126,42,21,12,33,6,11,88,44,138,82,57,13,27,62,295,22,253,114,224,78133,34708,936,33772
DE118,Heilbronn,48057,25103,12265,0,3216,17152,2798,1455,1286,907,366,316,1089,274,141,50,104,35,44,286,211,417,256,200,45,140,233,1235,79,871,473,962,236180,125576,5510,120066
DE119,Hohenlohekreis,16256,9279,3755,0,908,6530,934,484,590,145,135,126,403,96,50,31,52,18,19,110,82,133,63,65,14,48,95,481,48,285,155,314,81880,43609,1905,41704
DE11A,Schwäbisch Hall,23233,15306,8070,0,1897,8736,1377,733,858,562,201,160,808,187,145,45,80,19,28,119,196,205,141,121,27,106,130,754,35,521,223,471,141371,68683,3189,65494
DE11B,Main-Tauber-Kreis,26972,9464,5453,0,1564,6539,1299,583,930,512,155,168,265,114,69,20,59,17,13,90,85,103,82,105,29,119,90,922,21,407,188,411,104424,59707,2859,56848
DE11C,Heidenheim,19160,9327,5208,0,1654,4471,1052,471,396,432,135,155,337,105,56,135,36,8,9,91,82,105,98,88,26,35,92,538,22,287,137,319,96626,46712,1645,45067
DE11D,Ostalbkreis,53109,21292,12938,0,3282,13056,2719,1089,1191,331,313,285,807,225,135,48,111,33,44,176,155,173,192,190,45,157,202,1029,45,751,333,663,231041,119900,4781,115119
DE121,"Baden-Baden, Stadt",7688,2971,2901,0,445,2954,220,214,137,53,52,50,45,45,18,9,11,6,6,41,37,49,43,48,6,20,23,181,19,102,74,115,39979,19131,548,18583
DE122,"Karlsruhe, Stadt",26755,17633,19468,0,3526,13097,768,928,578,320,249,240,473,138,69,70,59,37,42,128,170,248,135,170,42,88,134,612,84,1920,206,375,202253,90597,1835,88762
DE123,Karlsruhe,69187,31533,19130,0,3698,22023,3453,2184,1641,365,440,445,1297,442,174,75,121,41,48,261,237,368,254,295,49,159,273,1970,81,1523,518,1109,320814,170793,7399,163394
DE124,Rastatt,34983,14997,9190,0,1875,10266,1531,1139,888,169,279,281,218,156,94,45,51,32,18,157,85,173,121,130,36,79,153,935,39,633,285,571,168284,83631,4022,79609
DE125,"Heidelberg, Stadt",13199,9299,13799,0,2172,6631,339,431,187,182,118,91,140,39,36,42,28,12,14,34,57,63,48,101,32,28,57,174,64,574,101,149,95240,48920,679,48241
DE126,"Mannheim, Universitätsstadt",25011,22178,12953,0,4095,8978,1585,908,416,155,244,207,226,104,79,104,48,17,40,139,82,203,122,128,54,57,122,173,61,853,262,482,199811,81790,1704,80086
DE127,Neckar-Odenwald-Kreis,31171,9997,4712,0,1325,5751,1064,668,649,165,188,125,279,156,41,27,46,11,15,78,78,126,76,77,21,47,84,545,18,312,159,338,111349,61372,3023,58349
DE128,Rhein-Neckar-Kreis,78732,44624,29035,0,6640,28643,3500,2902,1914,387,669,619,794,355,207,134,164,40,48,315,222,449,308,323,61,143,380,2063,136,1722,651,1342,394936,215870,8348,207522
DE129,"Pforzheim, Stadt",11613,6329,3859,0,1225,4942,608,504,287,78,124,114,254,72,59,22,45,8,10,64,54,127,67,73,14,44,100,299,21,284,167,311,78871,32917,1139,31778
DE12A,Calw,23455,8713,6361,0,1482,8811,1300,823,678,170,218,211,1213,245,94,28,60,7,11,127,157,131,103,119,36,69,159,570,20,466,243,500,111120,59049,2469,56580
DE12B,Enzkreis,26747,13940,9745,0,1991,10844,1616,1037,871,216,268,269,1482,159,111,44,88,15,17,164,149,182,117,128,29,82,173,776,53,608,284,577,142317,76127,3345,72782
DE12C,Freudenstadt,15987,6086,4118,0,961,11697,1128,473,489,122,135,114,823,140,60,19,31,7,20,77,103,67,58,65,9,37,68,308,29,222,118,289,87790,45514,1654,43860
DE131,"Freiburg im Breisgau, Stadt",17751,13927,23846,0,4203,7024,578,824,402,319,274,210,269,105,98,81,53,33,25,102,116,93,176,419,99,63,192,540,100,966,192,385,147051,74905,1440,73465
DE132,Breisgau-Hochschwarzwald,38798,17118,19018,0,2481,13324,1292,1487,1077,307,279,344,609,295,141,43,88,37,39,231,212,137,273,278,120,180,259,1328,53,696,381,795,186727,106589,4869,101720
DE133,Emmendingen,22204,12353,10544,0,1668,7620,822,1069,697,178,167,206,308,198,56,30,49,20,27,128,89,66,159,180,58,88,133,997,38,503,274,517,119444,64895,3449,61446
DE134,Ortenaukreis,63414,26156,19737,0,4210,20355,2164,1928,1880,380,562,654,699,490,226,78,117,56,96,430,191,235,371,315,148,263,575,2365,90,1109,675,1418,314716,160551,9164,151387
DE135,Rottweil,21932,7123,4830,0,976,8196,967,609,795,952,169,218,416,183,80,19,64,27,17,147,89,146,156,90,41,87,109,553,19,381,227,531,104377,53557,3408,50149
DE136,Schwarzwald-Baar-Kreis,30458,11124,8197,0,1615,10246,1083,886,762,237,218,300,567,229,97,46,72,26,24,160,130,285,211,141,92,110,174,1172,27,462,323,632,151669,73872,3766,70106
DE137,Tuttlingen,21289,6551,4622,0,1030,8778,812,613,523,142,164,171,239,125,68,25,42,17,8,100,64,98,119,97,45,72,106,655,33,366,163,413,96392,50545,2995,47550
DE138,Konstanz,34187,15203,16034,0,2666,14781,950,1246,859,305,326,385,396,193,133,59,94,36,30,200,165,175,275,225,100,108,279,1266,239,986,400,818,197300,97121,4002,93119
DE139,Lörrach,24745,14982,12381,0,2092,9880,1136,951,746,208,219,371,637,186,104,46,84,21,30,138,163,92,230,176,87,96,206,1096,120,544,354,705,159967,76474,3648,72826
DE13A,Waldshut,24286,9082,7368,0,1156,7779,1078,677,593,337,198,231,388,174,90,31,60,20,23,108,145,94,181,140,57,79,164,1216,29,440,226,526,119217,60313,3337,56976
DE141,Reutlingen,37502,16335,14747,0,3097,15813,1713,1082,955,288,286,467,783,336,119,50,98,33,26,171,210,201,171,195,36,120,232,1047,46,715,348,732,198403,101686,3732,97954
DE142,Tübingen,26001,13780,20245,0,4034,11280,1201,797,626,447,258,266,565,217,95,43,54,25,16,160,192,135,119,174,38,87,224,673,112,1039,183,433,152944,85871,2352,83519
DE143,Zollernalbkreis,28460,10126,6335,0,1812,10562,1531,928,867,172,270,267,550,248,118,27,71,20,28,141,91,131,152,111,26,67,176,961,28,561,270,548,141038,69326,3671,65655
DE144,"Ulm, Universitätsstadt",12208,7562,7598,0,1365,5524,382,414,271,208,101,93,130,81,43,20,35,13,7,86,51,67,73,102,16,39,78,440,24,505,135,250,80878,38714,793,37921
DE145,Alb-Donau-Kreis,36001,11118,9541,0,1700,9868,1445,972,1026,422,303,291,546,272,114,29,67,29,24,141,195,210,132,139,35,100,163,1234,33,601,222,543,138170,80953,3437,77516
DE146,Biberach,38299,8152,7838,0,1698,10214,1572,823,1154,814,495,254,282,445,107,31,71,12,38,184,149,113,101,137,20,78,125,872,25,547,218,497,141587,78905,3540,75365
DE147,Bodenseekreis,31603,10922,12311,0,1995,11473,839,989,805,524,205,289,333,252,98,26,80,18,35,203,107,134,132,281,37,102,165,1323,49,629,317,699,152434,79651,2676,76975
DE148,Ravensburg,44818,11887,15371,0,2553,13928,1431,1281,1520,2091,330,377,535,434,159,39,108,35,42,302,215,150,146,277,40,94,189,1804,54,783,367,684,201576,105914,3870,102044
DE149,Sigmaringen,25361,5666,4805,0,1052,6599,1286,592,731,218,142,183,213,189,86,24,31,13,28,102,67,73,85,113,16,62,100,691,17,346,158,363,96685,52386,2974,49412
DE211,"Ingolstadt, Stadt",0,3638,3230,16124,908,2467,332,173,109,994,52,45,97,23,33,14,238,2,8,43,30,104,27,42,7,15,27,1318,10,323,90,115,88885,30825,187,30638
DE212,"München, Landeshauptstadt",0,65266,82663,127500,12034,52506,2624,3372,1083,7356,689,541,518,387,500,396,3148,120,196,761,313,844,441,1010,170,239,384,11937,370,4424,2412,1810,896703,387606,1592,386014
DE213,"Rosenheim, Stadt",0,1786,2061,7562,398,1390,515,133,72,442,23,22,19,39,22,12,234,8,11,28,12,26,32,29,8,9,22,604,10,126,144,109,41249,16033,125,15908
DE214,Altötting,0,3600,2481,18914,578,2686,461,199,123,738,43,54,29,71,42,17,508,9,44,49,22,51,35,48,5,16,31,1974,11,204,128,405,82893,33822,246,33576
DE215,Berchtesgadener Land,0,2567,3169,16735,539,2237,579,221,103,608,41,37,81,105,29,15,420,10,1,40,37,65,34,53,7,9,18,1192,6,129,129,148,74108,29585,221,29364
DE216,Bad Tölz-Wolfratshausen,0,3470,4886,21279,610,4176,369,292,158,804,62,93,44,69,86,18,753,4,15,59,43,69,40,120,11,30,41,1973,23,243,420,273,90270,40813,280,40533
DE217,Dachau,0,4943,5093,21965,762,3914,410,389,214,1131,64,63,63,76,65,19,614,7,14,94,22,89,47,88,15,35,55,2360,14,325,285,234,98562,43730,261,43469
DE218,Ebersberg,0,5277,6812,22104,749,4548,330,433,225,1148,81,85,53,69,88,23,595,9,13,86,33,63,53,103,12,25,49,2379,20,326,332,228,93164,46643,292,46351
DE219,Eichstätt,0,4463,3153,25251,672,2608,371,217,204,1182,57,48,86,67,31,12,435,4,9,44,32,70,18,56,6,28,35,3707,19,273,112,142,94476,43694,282,43412
DE21A,Erding,0,3467,4892,20291,647,3262,972,335,199,1486,53,70,33,50,51,17,652,8,8,69,45,49,36,73,15,39,43,2780,7,256,265,197,92806,40599,232,40367
DE21B,Freising,0,4527,8298,23251,971,4426,476,414,256,1406,98,74,71,52,87,33,599,11,11,95,35,98,59,148,15,45,72,3946,52,494,353,255,117476,51034,306,50728
DE21C,Fürstenfeldbruck,0,9039,11064,32527,1359,7078,569,605,278,1015,105,119,94,87,107,31,819,8,26,162,41,134,104,141,29,34,83,3799,38,541,622,472,150785,71485,355,71130
DE21D,Garmisch-Partenkirchen,0,1789,2487,15742,358,2739,161,194,99,812,31,45,44,36,54,12,689,0,2,49,23,49,23,84,15,14,27,1248,12,104,302,203,65121,27655,208,27447
DE21E,Landsberg am Lech,0,3528,5807,19184,749,3746,311,314,183,911,70,54,66,66,57,11,854,3,6,58,114,66,42,127,11,23,59,1520,18,268,151,126,84986,38726,223,38503
DE21F,Miesbach,0,2892,3591,17962,467,3461,296,280,131,544,53,57,26,54,48,9,625,3,9,71,23,59,39,91,11,30,34,1754,7,170,197,204,71502,33465,267,33198
DE21G,Mühldorf a.Inn,0,2614,2803,20470,511,2339,490,234,145,745,49,72,49,77,53,16,679,9,11,74,26,65,36,82,10,38,39,2100,11,215,145,223,83938,34689,259,34430
DE21H,München,0,15663,17751,50278,1956,15381,977,936,516,2045,164,158,109,111,140,47,1141,13,42,243,73,191,112,224,34,85,117,4469,59,888,655,561,229521,115686,547,115139
DE21I,Neuburg-Schrobenhausen,0,2483,1888,17664,470,1955,270,194,141,314,51,52,39,45,27,11,383,4,3,47,14,68,21,41,4,28,23,2599,9,168,78,108,69302,29366,164,29202
DE21J,Pfaffenhofen a.d.Ilm,0,3678,3345,20668,720,3189,349,247,191,815,64,70,53,49,52,14,508,3,10,65,30,76,28,48,8,18,43,2501,29,301,151,152,88261,37665,190,37475
DE21K,Rosenheim,0,6706,9644,44939,1169,7163,1885,644,341,2583,111,146,97,165,103,42,1893,15,44,134,79,136,74,304,16,69,112,4004,45,485,527,486,185131,84692,531,84161
DE21L,Starnberg,0,5057,8361,21625,757,7443,290,345,158,900,53,72,52,48,64,10,481,6,18,90,38,93,32,133,15,22,51,1939,14,324,242,185,94975,49098,180,48918
DE21M,Traunstein,0,5277,7033,30304,938,3978,697,377,181,1440,82,91,144,153,57,19,1522,10,31,78,38,105,58,234,8,39,44,2401,19,274,286,331,130926,56609,360,56249
DE21N,Weilheim-Schongau,0,4798,4987,22143,874,3685,423,332,262,1828,68,85,75,83,83,24,732,6,8,90,58,82,55,104,16,83,48,1866,13,245,330,329,98690,44135,320,43815
DE221,"Landshut, Stadt",0,1942,2471,9344,430,1564,146,164,66,492,35,18,20,25,16,11,187,4,5,26,11,46,20,93,5,16,14,974,10,142,61,89,47340,18571,124,18447
DE222,"Passau, Stadt",0,2146,1617,6692,461,1510,111,96,27,849,25,8,18,18,14,4,99,2,3,19,15,26,29,27,4,5,13,409,19,137,51,54,38546,14578,70,14508
DE223,"Straubing, Stadt",0,1262,610,6950,274,770,168,87,23,593,21,17,17,11,15,7,126,0,5,16,9,30,10,17,2,9,15,470,5,61,36,49,34297,11777,92,11685
DE224,Deggendorf,0,2884,1905,17281,728,2381,760,239,121,849,45,38,80,44,31,10,558,5,7,38,23,75,24,52,6,21,27,2955,13,164,107,143,90832,31812,198,31614
DE225,Freyung-Grafenau,0,1700,966,10542,484,1264,303,121,64,552,25,20,31,24,26,7,457,2,4,17,9,37,17,34,6,7,17,1653,6,69,75,98,63891,18737,100,18637
DE226,Kelheim,0,3584,2257,20028,597,2364,354,217,168,1026,56,54,29,46,34,18,339,5,1,43,26,96,15,70,5,10,30,2368,9,192,77,111,85508,34426,197,34229
DE227,Landshut,0,3807,3807,28730,752,3443,721,380,236,1488,84,62,45,77,61,18,728,6,12,86,33,80,36,154,14,35,48,5485,31,322,136,183,114047,51506,406,51100
DE228,Passau,0,5234,3031,27876,1149,4032,597,372,222,2113,84,63,64,90,62,15,731,10,14,73,33,121,55,95,9,29,53,3330,19,218,183,252,147761,50583,354,50229
DE229,Regen,0,2004,852,11163,415,1293,346,107,66,677,44,23,33,24,19,10,358,1,3,15,14,32,13,20,2,10,14,1706,5,115,73,118,63345,19705,130,19575
DE22A,Rottal-Inn,0,2570,1946,18389,537,2458,326,241,116,1283,53,52,30,81,42,8,612,6,35,50,27,79,33,38,8,24,34,3004,29,169,104,186,91833,32804,234,32570
DE22B,Straubing-Bogen,0,2036,1043,20187,397,1831,480,163,122,1926,42,37,18,16,19,7,488,3,11,27,18,54,22,36,8,25,26,2806,5,173,55,109,75392,32398,208,32190
DE22C,Dingolfing-Landau,0,2513,1173,16261,432,1665,560,171,120,987,54,45,20,45,41,16,459,3,5,32,20,52,22,55,1,19,20,1885,16,136,98,157,70176,27275,192,27083
DE231,"Amberg, Stadt",0,1981,1047,5671,293,966,107,84,44,503,21,20,15,21,10,7,82,2,1,14,8,39,7,15,6,14,28,671,3,80,47,57,33638,11929,65,11864
DE232,"Regensburg, Stadt",0,5183,6477,17098,1318,3320,331,394,126,1307,77,57,60,50,35,26,284,10,9,41,29,87,34,91,14,19,35,1634,20,463,200,167,100204,39187,191,38996
DE233,"Weiden i.d.OPf., Stadt",0,2234,929,5674,321,956,157,97,60,228,32,22,27,16,13,7,134,2,2,15,9,28,7,19,4,13,116,597,3,84,39,66,33339,12029,118,11911
DE234,Amberg-Sulzbach,0,5225,2116,17384,738,2302,506,206,191,1215,65,68,69,53,46,18,365,11,4,48,28,96,29,33,10,36,56,2991,7,194,107,151,82815,34668,300,34368
DE235,Cham,0,2489,1747,21288,683,2051,426,273,146,760,64,51,66,55,55,11,531,7,10,30,37,92,23,37,4,22,33,5466,19,171,117,141,101943,37194,289,36905
DE236,Neumarkt i.d.OPf.,0,3437,3076,27012,716,2542,422,284,197,784,62,56,55,80,55,17,380,4,10,112,43,120,29,73,9,35,36,4940,26,239,198,190,97899,45546,307,45239
DE237,Neustadt a.d.Waldnaab,0,5226,1597,17619,569,2026,386,218,151,686,74,80,31,60,25,8,534,5,5,42,23,89,17,33,4,27,772,3288,9,201,79,130,77274,34350,336,34014
DE238,Regensburg,0,6920,4954,32576,1233,4293,909,559,304,1802,114,68,90,87,57,13,720,12,21,80,47,121,52,153,18,55,49,5414,31,386,223,254,142842,61968,353,61615
DE239,Schwandorf,0,6694,2222,23298,1032,2405,571,346,202,1151,91,75,58,60,54,15,604,5,9,69,33,125,31,59,4,40,75,3428,15,268,127,213,114015,43735,356,43379
DE23A,Tirschenreuth,0,3728,1255,15689,516,1744,358,233,149,297,45,47,36,70,26,18,329,4,9,49,18,61,23,32,1,25,311,2725,7,150,73,112,61440,28450,310,28140
DE241,"Bamberg, Stadt",0,3040,3863,8933,757,2466,332,160,72,376,50,34,35,40,26,24,182,6,4,44,28,51,23,42,9,18,23,1037,11,234,96,121,54063,22272,135,22137
DE242,"Bayreuth, Stadt",0,3748,3078,8108,533,2984,260,191,85,262,39,25,106,33,27,14,93,7,4,40,33,49,22,42,6,13,24,1939,16,227,82,78,56455,22314,146,22168
DE243,"Coburg, Stadt",0,2855,1576,4864,410,1523,110,96,44,221,29,16,28,22,18,13,43,1,1,22,9,44,5,16,2,4,7,723,4,102,32,49,32732,12969,80,12889
DE244,"Hof, Stadt",0,2207,1010,5447,415,1216,193,105,56,115,21,29,128,27,12,5,74,2,0,36,15,44,18,21,3,25,14,660,6,131,48,54,35831,12273,136,12137
DE245,Bamberg,0,5547,3652,26625,1156,4585,1201,384,407,678,123,117,147,103,93,15,725,4,7,97,44,115,49,70,8,51,105,3971,24,362,212,245,113688,51316,394,50922
DE246,Bayreuth,0,5741,2720,16405,606,3238,732,231,200,348,59,43,111,53,48,11,264,7,6,57,34,72,24,60,6,41,55,6364,16,187,96,142,85664,38256,279,37977
DE247,Coburg,0,6395,2137,13068,796,2367,418,188,161,272,36,37,54,21,33,14,120,11,10,50,21,102,22,53,6,17,19,2330,8,188,56,77,71568,29290,203,29087
DE248,Forchheim,0,4817,4390,18193,799,3969,870,284,216,414,72,50,144,65,59,13,212,7,4,78,69,69,37,72,22,32,52,5003,16,295,139,184,88341,40935,289,40646
DE249,Hof,0,6488,2016,15343,823,2497,379,240,170,237,35,59,311,53,36,14,174,2,5,39,90,51,27,41,3,25,29,2705,6,197,89,140,82142,32651,327,32324
DE24A,Kronach,0,5196,1120,12254,541,2003,342,171,112,145,41,25,84,41,17,7,100,6,4,30,28,57,14,34,7,17,20,2229,18,107,48,71,58632,25352,463,24889
DE24B,Kulmbach,0,4916,1916,11992,532,2034,286,190,123,295,42,39,87,28,27,7,126,8,8,40,43,63,19,36,6,13,32,2327,4,150,73,100,61669,25748,186,25562
DE24C,Lichtenfels,0,3247,1270,12862,354,1749,274,143,127,334,38,39,73,43,19,3,130,6,3,39,11,86,17,36,5,31,28,2798,5,206,38,77,55106,24331,240,24091
DE24D,Wunsiedel i.Fichtelgebirge,0,5787,1537,11055,765,1780,451,267,146,174,42,37,109,36,33,8,223,1,4,43,14,122,37,26,10,24,39,1981,6,142,95,140,63282,25427,293,25134
DE251,"Ansbach, Stadt",0,1937,1420,4122,447,935,162,95,52,479,19,21,44,19,10,5,56,3,2,24,9,29,13,18,2,18,19,1155,4,79,76,62,31226,11435,99,11336
DE252,"Erlangen, Stadt",0,6293,6818,11457,1222,3761,207,243,157,860,69,39,93,26,33,22,101,7,14,60,36,81,29,66,22,29,43,2006,20,550,199,154,76157,34910,193,34717
DE253,"Fürth, Stadt",0,6523,4522,9586,1555,2641,398,294,161,405,84,64,99,32,41,25,96,7,6,60,95,186,43,52,4,26,52,2680,12,346,197,186,82985,30734,256,30478
DE254,"Nürnberg, Stadt",0,28682,21241,47394,6179,13068,1986,1386,579,2153,290,261,338,154,118,127,506,36,28,333,216,724,177,297,52,116,221,7966,96,1403,940,803,345854,138900,1030,137870
DE255,"Schwabach, Stadt",0,2172,1544,4724,391,1089,138,120,48,223,15,12,56,11,9,7,57,1,3,25,16,37,20,25,2,13,13,1089,3,94,50,61,29197,12172,104,12068
DE256,Ansbach,0,7168,5736,24989,1463,4822,904,377,363,1545,99,92,391,128,70,18,337,14,20,105,91,173,49,108,14,61,74,7495,17,326,229,278,139927,57993,437,57556
DE257,Erlangen-Höchstadt,0,7815,6329,18822,1096,5049,434,324,259,580,79,69,130,53,49,7,171,6,6,101,43,106,42,49,15,55,64,4756,18,441,227,237,101142,47681,249,47432
DE258,Fürth,0,6994,4421,13977,1099,3320,611,306,223,470,43,78,145,45,34,27,123,2,16,85,53,137,42,93,8,21,59,7386,17,301,220,194,89137,40808,258,40550
DE259,Nürnberger Land,0,10788,7876,21864,1374,5376,1161,518,222,776,92,78,234,59,61,28,281,2,11,108,77,137,45,100,15,45,71,6484,24,352,351,335,128474,59327,382,58945
DE25A,Neustadt a.d.Aisch-Bad Windsheim,0,4179,3079,13806,726,2768,444,239,271,1066,56,55,131,61,37,17,170,11,3,66,53,74,28,49,10,44,42,5718,10,221,101,155,77364,33941,251,33690
DE25B,Roth,0,6230,4162,18313,923,3531,491,300,235,521,72,79,118,45,44,13,222,3,13,86,80,119,51,94,6,37,73,5909,25,260,265,218,96375,42840,302,42538
DE25C,Weißenburg-Gunzenhausen,0,4647,2735,13714,718,2576,366,229,151,818,47,51,141,58,36,10,166,6,9,49,49,91,38,82,2,19,31,2977,9,199,100,121,72573,30477,232,30245
DE261,"Aschaffenburg, Stadt",0,2419,2525,7462,564,1879,285,121,75,220,47,25,29,18,23,8,56,4,1,35,10,45,26,48,4,19,14,373,7,162,119,127,49816,16972,222,16750
DE262,"Schweinfurt, Stadt",0,2981,1285,6489,852,1039,253,95,60,131,21,21,42,31,14,7,60,4,2,30,8,39,16,27,9,10,14,696,9,106,85,108,39730,14671,127,14544
DE263,"Würzburg, Stadt",0,6539,8542,16561,1336,4103,603,390,150,839,72,63,89,62,48,19,120,12,5,76,50,44,52,69,25,22,36,1559,32,546,230,231,100336,42802,277,42525
DE264,Aschaffenburg,0,7532,5661,27162,1025,5395,1041,400,335,597,97,128,56,122,60,25,207,8,15,117,56,113,59,82,19,48,77,2053,15,408,257,368,134051,54219,681,53538
DE265,Bad Kissingen,0,3820,2951,21950,1088,3024,746,254,257,456,55,75,102,101,42,14,202,12,11,69,28,75,38,74,5,35,56,2115,13,213,132,217,85489,38562,332,38230
DE266,Rhön-Grabfeld,0,2802,2129,17377,770,2151,385,150,185,297,49,32,54,70,34,8,174,8,3,47,30,46,35,39,7,19,30,1471,5,177,67,113,65372,29006,242,28764
DE267,Haßberge,0,4019,1914,16372,875,2259,415,168,176,567,68,49,49,51,44,18,215,4,7,53,17,72,17,36,4,38,35,2389,7,208,121,249,68573,30758,242,30516
DE268,Kitzingen,0,3405,2468,14722,659,2278,539,196,169,500,47,37,104,30,30,6,187,11,3,33,21,56,22,42,6,31,35,3669,9,186,139,144,69084,29986,202,29784
DE269,Miltenberg,0,5013,3349,20110,657,3430,533,294,266,732,93,102,48,64,49,12,168,9,3,92,38,96,54,76,5,42,47,2167,21,254,149,213,96735,38667,481,38186
DE26A,Main-Spessart,0,5468,4199,22693,976,3224,674,361,217,490,65,76,111,42,56,18,205,13,10,76,30,84,27,84,8,45,51,5842,13,306,143,228,102291,46274,439,45835
DE26B,Schweinfurt,0,5063,3324,23616,1258,2637,712,248,237,366,79,66,95,80,48,18,247,6,8,48,27,94,37,85,9,51,40,2655,9,245,149,252,91169,42167,358,41809
DE26C,Würzburg,0,9066,7281,29300,1455,4756,1218,512,331,930,118,88,160,75,70,19,270,14,19,125,40,63,59,118,15,40,78,3862,27,468,235,308,125868,61587,467,61120
DE271,"Augsburg, Stadt",0,10402,10333,31896,2387,5388,773,617,216,1063,110,145,111,102,75,52,420,16,28,140,85,380,90,184,28,42,77,1407,41,744,420,446,186147,68741,523,68218
DE272,"Kaufbeuren, Stadt",0,1113,1416,6345,343,1017,126,78,40,164,19,22,37,35,26,5,155,1,3,33,10,46,20,28,3,7,58,523,2,100,53,60,31748,11971,83,11888
DE273,"Kempten (Allgäu), Stadt",0,1955,2387,8316,496,1792,376,143,70,367,33,48,42,28,20,9,133,0,7,40,22,50,25,32,7,12,25,574,13,109,98,93,47644,17453,131,17322
DE274,"Memmingen, Stadt",0,1407,1168,5541,253,1142,131,84,35,554,20,26,103,28,10,4,82,6,1,27,11,70,18,27,6,5,14,383,6,89,37,86,29832,11488,114,11374
DE275,Aichach-Friedberg,0,3872,3977,23958,646,3356,651,311,200,837,68,77,59,101,56,18,531,8,9,60,26,126,35,92,9,36,37,1730,17,281,231,213,96717,41874,246,41628
DE276,Augsburg,0,7744,7580,43959,1455,6006,943,587,351,1168,124,132,126,135,85,27,680,12,23,136,83,253,102,159,16,48,86,3693,30,478,410,484,181931,77682,567,77115
DE277,Dillingen a.d.Donau,0,2607,1978,16977,479,2283,743,201,162,278,50,66,57,42,43,11,282,4,6,49,25,109,33,49,4,27,32,2030,11,158,92,152,72114,29265,225,29040
DE278,Günzburg,0,3163,2286,19668,621,2674,432,250,215,720,77,81,72,81,50,8,376,10,18,76,45,132,41,42,6,31,53,2178,8,231,130,197,89378,34240,268,33972
DE279,Neu-Ulm,0,5758,4822,21937,1040,4763,490,324,256,894,81,145,148,114,57,21,256,4,11,130,71,217,58,124,19,40,88,1828,20,365,241,320,120758,45038,396,44642
DE27A,Lindau (Bodensee),0,2367,3130,11740,560,2307,188,163,100,772,45,70,55,85,32,10,159,3,4,54,31,40,27,37,4,20,28,989,9,124,80,117,58806,23552,202,23350
DE27B,Ostallgäu,0,3231,5025,24760,693,3370,435,297,239,836,56,81,74,158,74,9,1283,8,16,71,42,104,56,82,8,24,90,2690,18,245,110,175,102250,44723,363,44360
DE27C,Unterallgäu,0,3202,3364,25184,662,3971,514,300,285,1683,92,99,183,139,60,16,508,10,21,71,51,151,62,89,18,36,73,3093,12,251,132,224,103919,45073,517,44556
DE27D,Donau-Ries,0,4223,3065,26350,885,2717,428,259,226,784,102,77,82,80,48,13,366,6,11,92,36,113,39,115,8,38,46,1670,15,228,119,163,99214,42723,319,42404
DE27E,Oberallgäu,0,3617,6108,27166,747,4641,699,393,261,1100,74,115,102,167,75,18,523,7,24,106,46,71,51,90,18,26,80,2361,16,214,227,278,115433,49849,428,49421
DE300,"Berlin, Stadt",208395,161635,202437,0,126442,74522,8001,11617,5909,2018,3188,1966,1186,746,788,1971,682,713,655,3204,1080,4769,6305,2030,514,851,1025,3932,741,12063,2549,6416,2473787,869339,10989,858350
DE411,"Frankfurt (Oder), Stadt",3146,2825,1063,0,4795,776,92,157,286,25,73,36,18,13,27,52,11,12,18,138,27,213,39,25,13,18,24,41,41,149,61,199,51242,14630,217,14413
DE412,Barnim,8390,8342,3786,0,13281,2833,353,693,842,94,168,132,63,36,81,159,36,36,28,369,77,659,149,85,26,64,93,322,36,345,178,494,150517,42834,584,42250
