"","country_year","EU.stance.mean","EU.stance.sd","inst.EUS","gen.EUS","nation","year","left.mean","pola.sum","pola.index","rile.sum","rile.pola.index","sum.EUS.vote","p2sum","enop","member","CEE","member.dur","avg.EUS","diff.EUS"
"97","83_04",1.6645661195119,10.9512824235,37.6676986584107,9.80392156862745,83,2004,5.4,10.9663998046875,3.31155549624153,5.70247382794269,2.38798530731298,20.1999998092651,0.333333333333333,3,2004,1,0,23.7358101135191,3.53581030425397
"98","83_09",8.85692596435546,8.74852186921504,31.7198764160659,7.10607621009269,83,2009,6,18.2480001449585,4.27176780091785,5.58579876152261,2.3634294492374,25.7999992370605,0.194444444444444,5.14285714285714,2004,1,5,19.4129763130793,-6.38702292398121
"99","86_04",9.20575168728828,9.67619903465216,38.3733055265902,10.740354535975,86,2004,6.5,0.947000007629394,0.97313925397622,1.05082964979593,1.02509982430783,0,0.399305555555556,2.50434782608696,2004,1,0,24.5568300312826,24.5568300312826
"100","86_09",2.89772026538848,9.31220858174278,42.7991886409736,23.4279918864097,86,2009,5.8,12.1993599781037,3.49275821924502,4.02420316054956,2.00604166470927,14.8000001907349,0.385416666666667,2.59459459459459,2004,1,5,33.1135902636916,18.3135900729567
"101","87_04",1.69196663584029,9.61330163522027,43.6605316973415,15.6441717791411,87,2004,5.85714285714286,8.42195918744923,2.90206119636531,2.21997571243709,1.48995829218039,6.59999990463257,0.283950617283951,3.52173913043478,2004,1,0,29.6523517382413,23.0523518336087
"102","87_09",4.10964168821063,7.7409356238218,50.103734439834,26.8672199170124,87,2009,5.14285714285714,12.1857958515323,3.49081592919654,8.45414921319857,2.90760196952722,7.5,0.135802469135802,7.36363636363636,2004,1,5,38.4854771784232,30.9854771784232
"103","88_04",9.11511850357056,9.51181910476916,22.9813664596273,6.41821946169772,88,2004,5.7,9.43015996103287,3.07085655168601,3.2474542138384,1.80206942536585,27,0.230769230769231,4.33333333333333,2004,1,0,14.6997929606625,-12.3002070393375
"104","88_09",9.93977454730442,9.64599357964254,28.5115303983228,13.6268343815514,88,2009,6.28571428571429,12.5413060316748,3.54137064308083,2.79548369828891,1.67197000520013,8.80000019073486,0.222222222222222,4.5,2004,1,5,21.0691823899371,12.2691821992022
"105","92_04",2.86265742778777,19.2847352014247,39.5546129374337,8.27147401908802,92,2004,4.66666666666667,14.8879999330308,3.858497108076,5.49060542273338,2.34320409327344,26.6999998092652,0.116598079561043,8.57647058823529,2004,1,0,23.9130434782609,-2.78695633100434
"106","92_09",9.89641817410786,7.29749281444924,30.8839190628328,8.83919062832801,92,2009,5.33333333333333,8.34088902367486,2.88805973339799,0.708625419951315,0.84179891895352,0,0.238,4.20168067226891,2004,1,5,19.8615548455804,19.8615548455804
"107","93_09",6.59042092164357,7.09656004677878,22.5380710659898,6.49746192893401,93,2009,5.33333333333333,14.2364443906148,3.77312130610915,3.34495469972602,1.82892173143796,8.69999980926514,0.247933884297521,4.03333333333333,2007,1,2,14.5177664974619,5.81776668819677
"108","96_04",9.72434017393324,6.93443528592838,40.7160699417152,3.99666944213156,96,2004,5.55555555555556,23.7800000078884,4.87647413690347,20.428733878115,4.51981569072402,25.4000005722046,0.25,4,2004,1,0,22.3563696919234,-3.04363088028126
